wavelength_nm,production,radial_kdk,bare_2pi_kdk,equal_points,k0_only
552.0,0.021265994619221774,0.021265994619221993,0.02126599461922194,0.009105848579724626,0.002335653258798171
553.0,0.021501084645201278,0.02150108464520142,0.021501084645201507,0.009202723214650373,0.0023585207733022267
554.0,0.021739528675125564,0.021739528675125713,0.021739528675125713,0.009300908224363755,0.0023816602504736447
555.0,0.021981392735219766,0.02198139273521985,0.021981392735220016,0.00940042794464765,0.0024050759831015013
556.0,0.02222674458615837,0.022226744586158496,0.022226744586158524,0.009501307315514577,0.0024287723524893385
557.0,0.022475653780865554,0.022475653780865634,0.0224756537808657,0.009603571900317959,0.0024527538307335013
558.0,0.022728191724667605,0.02272819172466771,0.022728191724667744,0.00970724790560576,0.0024770249830720166
559.0,0.022984431737910496,0.022984431737910652,0.02298443173791062,0.009812362201750168,0.002501590470306477
560.0,0.023244449121160457,0.02324444912116069,0.02324444912116068,0.009918942344389243,0.0025264550512999976
561.0,0.0235083212231174,0.023508321223117613,0.023508321223117707,0.010027016596719104,0.0025516235855534385
562.0,0.023776127511372595,0.02377612751137283,0.023776127511372917,0.010136613952676381,0.0025771010358633197
563.0,0.02404794964615344,0.02404794964615351,0.024047949646153553,0.010247764161054882,0.002602892471064144
564.0,0.024323871557202562,0.024323871557202704,0.024323871557202732,0.010360497750598907,0.002629003068858414
565.0,0.02460397952395583,0.024603979523956036,0.024603979523956054,0.010474846056123378,0.002655438118737417
566.0,0.024888362259178787,0.02488836225917879,0.02488836225917901,0.010590841245708124,0.0026822030249966005
567.0,0.02517711099624491,0.02517711099624505,0.025177110996245186,0.010708516349021938,0.002709303309848653
568.0,0.02547031958024346,0.025470319580243535,0.025470319580243372,0.010827905286830386,0.0027367446166383052
569.0,0.0257680845631127,0.025768084563112668,0.025768084563112758,0.0109490429017476,0.0027645327131626406
570.0,0.026070505303016807,0.026070505303017005,0.026070505303016814,0.011071964990294348,0.00279267349510107
571.0,0.026377684068183988,0.02637768406818407,0.026377684068184023,0.011196708336329146,0.0028211729895589455
572.0,0.026689726145449445,0.026689726145449698,0.026689726145449746,0.011323310745922917,0.0028500373587296564
573.0,0.027006739953755507,0.02700673995375566,0.027006739953755667,0.011451811083750395,0.0028792729036794086
574.0,0.027328837162875343,0.027328837162875576,0.027328837162875503,0.011582249311080808,0.002908886068259878
575.0,0.027656132817651828,0.027656132817652196,0.027656132817651925,0.011714666525446883,0.00293888344315341
576.0,0.02798874546805145,0.02798874546805177,0.027988745468051624,0.011849105002086037,0.0029692717700564816
577.0,0.028326797305359534,0.02832679730535991,0.028326797305359835,0.011985608237245211,0.0030000579460065647
578.0,0.028670414304862817,0.028670414304863015,0.028670414304863095,0.012124220993452105,0.0030312490278583885
579.0,0.029019726375385545,0.029019726375385944,0.029019726375385742,0.012264989346857803,0.0030628522369155952
580.0,0.029374867516072364,0.029374867516072434,0.02937486751607231,0.01240796073676695,0.003094874963724002
581.0,0.02973597598083636,0.029735975980836396,0.02973597598083642,0.012553184017474137,0.0031273247730332454
